asin,title,description,imUrl
B000052Y62,"Afta After Shave Skin Conditioner, original - 3 oz, (Pack of 12)","Not greasy, oil free. Reduces skin irritation caused by shaving. Doesn't clog razor. Easy to apply; not runny or messy. Gives a closer, smoother shave. Formulated with skin conditioners - Ideal for sensitive skin.",http://ecx.images-amazon.com/images/I/41AJwjSaJTL._SY300_.jpg
B000052YCG,"Sea Bond Denture Adhesive, Original, 15 uppers per Pack, (Case of 6)","All day hold. Ultimate fit and comfort. Total confidence. No ooze or mess like pastes. Cleaner: Thin, soft, no-mess wafer: clean-up's a breeze. Better: Guaranteed to hold all day, for comfort and confidence. Smarter: Tiny green dots of Dentsym help end denture breath. Made in USA.",http://ecx.images-amazon.com/images/I/51PNYhLmwlL._SY300_.jpg
B000052YER,"Sominex Night-Time Sleep Aid, Original Formula, 72 tablets",Diphenhydramine. Wake rested and refreshed. Doctor-preferred sleep ingredient. Made in the U.S.A.,http://ecx.images-amazon.com/images/I/119YBWMQY5L.jpg
B000052YA2,Butler G-U-M Travel Toothbrushes with Antibacterial Bristles - 2 ea,Easy To Carry,http://ecx.images-amazon.com/images/I/114HWV29Y5L.jpg
B000052Y9X,"Butler G-U-M Gum Stimulator - 600R,1 Ea","Butler G-U-M Gum Stimulator professionally designed to promote healthy, firm gums. With rubber tip stimulator for gingival massage and interdental cleaning.",http://ecx.images-amazon.com/images/I/11HEEVZJH9L.jpg
B000052Y6B,Old Spice by Procter &amp; Gamble for Men 6.37 oz After Shave Pour,"Splash it on face and neck...after shaving, after shower or whenever you want to feel cool and refreshed.IngredientsSD Alcohol 39-C, Water, Propylene Glycol, Fragrance, Benzyl AlcoholWarningsFlammableDo not apply near flame or while smokingKeep out of reach of childrenAvoid getting in eyes",http://ecx.images-amazon.com/images/I/21ZHqTMDNIL.jpg
B000052YB8,"Oral-B Interdental Refills, Tapered, 6-pack","Interdental Refills, Tapered",http://ecx.images-amazon.com/images/I/21WTDM1J8KL.jpg
B000052YC4,Fixodent Complete Fresh Mint Denture Adhesive Cream 2.4 Oz,,http://ecx.images-amazon.com/images/I/41KLKWrlGyL._SX300_.jpg
B000052Y65,BRUT SPLASH-ON Lotion For Men 7 OZ,BRUT Splash-on Lotion is a lightly scented version of the Classic BRUT scent that is designed for all over use.,http://ecx.images-amazon.com/images/I/414KE9NTNZL._SY300_.jpg
B000052YAI,"Reach Dental Floss, Waxed, Mint 200 yds",The one dentist use most. Better than ever. Slides more easily. Extra shred resistant. ADA (American Dental Association) accepted. The floss dentists use most. Dentists recommend regular flossing. Flossing has been clinically proven to remove plaque between teeth to help prevent gum disease.,http://ecx.images-amazon.com/images/I/21RKG2QGJKL.jpg
B000052XKL,"Naturalamb Natural Skin Condoms, Lubricated, 10 condoms","No latex allergens. The No. 1 natural skin condom for a more sensual feeling. This product is intended to help prevent pregnancy. It does not protect against HIV infection (AIDS) and other Sexually Transmitted Diseases (STDs). In order to help reduce the risk of transmission of many STDs, including HIV infection (AIDS), use a latex condom. Naturalamb brand condoms are ideal for the monogamous couple who desire heightened sensitivity with trusted pregnancy protection. Contains no latex and may be used by latex sensitive people. Water-based lubricant, for comfort and sensitivity. For pregnancy protection only - Does not protect against STDs. Each condom is individually tested to help ensure reliability. Exclusive Kling-Tite band to hold condom in place. Natural feel. No latex. Naturalamb. Naturalamb brand condoms, when used properly, are highly effective against pregnancy - although no contraceptive can guarantee 100% effectiveness. Not to be used for the prevention of Sexually Transmitted Diseases (STDs). To help reduce the risk of catching or spreading many STDs, use a latex condom. Any use of Naturalamb brand condoms for other than vaginal intercourse can increase the potential of damage to the condom. For maximum benefits, it is important to follow the instructions for use printed on the inner side of this package. Failure to do so may result in the loss of the benefits of a condom. A new condom should be applied each and every time before any intimate contact occurs. Made in USA.",http://ecx.images-amazon.com/images/I/41NOPlQ5mQL._SY300_.jpg
B000052Y6A,Clubman Moustache Wax with Brush Comb - Neutral,Magnum P.I. Rollie Fingers. Fu Man Chu. You make the call. Classic wax is perfect for styling and molding mustaches and will keep pesky hairs in place all day long. Beeswax and Coconut Oil add lasting volume and provide superior control without any greasy residue or unsettling fragrance. Comes with a mini comb/brush for application and is neutral in color.,http://ecx.images-amazon.com/images/I/116F4KKGY3L.jpg
B000052YHQ,Gillette MACH3 Shaving Cartridges (4 Cartridges),"Gillette MACH3 is a revolutionary new triple-blade shaving system for the closest shave ever in fewer strokes - with less irritation. 3 Blades specially positioned to extend gradually closer to your beard, to shave you progressively closer in a single stroke. So close there is less need to re-shave, which means less irritation. Patented DLC comfort edges-each blade has a patented DLC comfort edge, so Mach3 glides effortlessly across your face. And Mach3 has an advanced Indicator lubricating strip with a blue stripe that fades away when you are no longer getting the optimal Mach3 shaving experience.",http://ecx.images-amazon.com/images/I/21Z8TCFGJQL.jpg
B000052YD1,Colgate Peroxyl Oral Clean sr,Colgate Peroxyl Oral Clean Seniors Pack of 1,http://ecx.images-amazon.com/images/I/31QR431SG5L.jpg
B000052YBS,Tek Professional Soft Full Head Straight Toothbrush (Colors May Vary),"ADA (American Dental Association) Accepted. Curved Handle conforms to your hand for comfort and control. Tapered Head for easy access to back teeth. Easy Grip Handle/Thumb Rest for better control. End-Rounded DuPont Nylon Bristles to help protect tooth enamel and gums. Tek Pro Straight toothbrush is accepted as an effective cleansing device that has been shown to remove plaque and reduce gingivitis when used as directed in a program of good oral hygiene to supplement regular professional care. Council on Scientific Affairs, American Dental Association. Dentists and hygienists recommend replacing your toothbrush every 3 months.",http://ecx.images-amazon.com/images/I/31DK09BFKCL._SY300_.jpg
B000052YDL,"Blistex Revitalizer, .25-Ounce Tubes (Pack of 12)","Dimethicone 1% (w/w). Alpha Hydroxy formula. To soften & smooth lips. Reduces wrinkles & rehydrates. Applicator tip. Lip Revitalizer's clinically tested formula combines an alpha hydroxy exfoliant with extra moisturizers to restore your lips to a smooth, soft state. Lip Revitalizer can be used in conjunction with other lip products formulated specifically for protection from cold, wind and sun. Rehydration: Lip Revitalizer contains moisturizing ingredients plus a light moisture seal to help dry lip cells replenish. Removing Damaged Lip Cells: Lip Revitalizer's alpha hydroxy exfoliant gently removes damaged, rough cells on the surface of lips, for significantly smoother appearance and softer feel. Provides a pre-treatment base for even, consistent lipstick applications. Smoothing Appearance of Lines & Wrinkles: Clinical studies show that Lip Revitalizer significantly reduces the appearance of fine lines and wrinkles on the surface of lips within approximately one month of consistent usage.",http://ecx.images-amazon.com/images/I/512PZTHW4GL._SY300_.jpg
B000052YE4,"Mentholatum Natural Ice Lip Protectant SPF 15, Cherry Flavor, 0.16-Ounce Tubes (Pack of 12)",SPF 15. Medicated. Cooling soothing protection. Naturally. Made in the USA.,http://ecx.images-amazon.com/images/I/51fBwj1p4gL._SY300_.jpg
B000052YEW,Assess Peak Flow Meter Full Range,Full Range #710* Provides an objective measure of peak expiratory flow (PEF) * Variable indicator of lung function * Low range model is for children and patients with severly restricted expiratory flow rates *,http://ecx.images-amazon.com/images/I/11BS3X2M1AL.jpg
B000052Y5M,"Metamucil Fiber Laxative/Fiber Supplement, Coarse Milled, Unflavored, 29-Ounces  (1.8 lbs) 822 g","No. 1 Doctor recommended with 100% Natural Psyllium Fiber. 114 teaspoon doses. Unflavored. Fill controlled by weight, not volume.",http://ecx.images-amazon.com/images/I/21C606B381L.jpg
B000052Y9Y,"G-U-M Stimulator Refills, 3 Ea","G-U-M stimulator refills promote healthy and firm gums. The product is recommended by dental professionals. It stimulates and strengthens gum tissue. It has got a slender, angled neck for maximum control. They are latex free rubber tip.",http://ecx.images-amazon.com/images/I/41DQGFyvV5L._SY300_.jpg
B000052YHS,Gillette Mach3 Razor 2 Count,,http://ecx.images-amazon.com/images/I/31wDs14WBXL._SY300_.jpg
B000052YDM,"Blistex Lip Tone Lip Balm, SPF 15, .15-Ounce Tubes (Pack of 24)","Enhances natural pigment with a slight touch of color. Moisturizer-nutrient complex. Vitamins & natural extracts. A touch of color. Total care. Enhances Lips' Complexion: Lip Tone brings out the natural blush and luster of your lips with a slight touch of color. Your lips will look healthy, natural - great! Moisture Maintenance: Lip Tone's Moisturizer-Nutrient Complex combines a long lasting moisture protectant plus vitamins, amino ingredients and 4 natural plant extracts. Lip Tone helps preserve lip moisture and relieve drying. Sun Protection: PABA-free Lip Tone provides 15 times your natural protection against burning. Its SPF 15 rating is recommended even for people who burn easily and tan minimally. The liberal and regular use of this product may prevent premature signs of aging and possible cancer-causing effects of overexposure to sun. Remember, lips don't tan, but they do burn. Lip Tone complements the natural complexion of your lips by combining the effective moisturization and protection you'd expect from a Blistex lip balm with a slight touch of color.",http://ecx.images-amazon.com/images/I/51CPHSEZZYL._SY300_.jpg
B000052YE0,Gly-Oxide Liquid Antiseptic Oral Cleanser - 2 fl Ounces,"Carbamide Peroxide 10% Non USP. Recommended by physicians and dentists. For minor mouth or gum irritations. Cleanses dental appliance irritations. Soothes canker sores. Kills odor-forming germs. Oxygen-rich microfoam action. Note: Oversize package for ease in reading label information. Contains one bottle, the actual size of which is shown.",http://ecx.images-amazon.com/images/I/11GET9JBJEL.jpg
B000052XUV,"BFI Antiseptic First Aid Powder, 1.25 oz",B.F.I. POWD LGE Size: 1.25 OZ,http://ecx.images-amazon.com/images/I/115P9KCETML.jpg
B000052YCL,"Biotene Mouthwash, 16 Fl Oz","Improved!AntibacterialAlcohol-FreeThe Gentle Mouthwash That Kills GermsClinically, Allergy and Hospital TestedImagine a mouthwash with a soft, gentle feel containing a strong antibacterial formula. A mouthwash that, instead of irritating tender tissues, positively contributes to their health.That mouthwash isBiotene.OnlyBiotenecontains 4 antibacterial enzymes which boost the defense system normally found in your saliva. Together, they help protect your teeth and gums.Biotene is especially beneficial to individuals experiencing dry mouth or having oral irritations.",http://ecx.images-amazon.com/images/I/41mtsp07urL._SY300_.jpg
B000052YCE,Rigident Adhesive Denture Adhesive Powder - 3 oz,"Holds strong for extra confidence. ADA Accepted - American Dental Association. Rigident is scientifically formulated to help keep your dentures tight and comfortable. Clinical tests prove Rigident strengthens and increases denture hold. Rigident Powder is Accepted as a temporary measure and may provide increased retention of complete dentures. However, ill-fitting dentures may impair your health - consult your dentist as soon as possible. Council on Scientific Affairs. American Dental Association. Made in Italy.",http://ecx.images-amazon.com/images/I/41K3CJFSMKL._SY300_.jpg
B000052YI0,Flicker Classic Women's Shaver Blades By Personna - 5 ea,"FLICKER  The Women's Shaver designed for safety to protect your skin from nicks and cuts.  Flicker's stainless steel ""SKINSHIELD blade with wire wrapping provides a protective guard so the blade glides gently over your skin.  It is designed to let you cut hair and not skin.A complete shaving system containing 5 bladesA self-contained design without separate blades or razors to handle.Shape is easy to grip even with wet hands.Designed to shave legs and underarms.Blades are numbered so you'll know when to pick up your next Flicker.",http://ecx.images-amazon.com/images/I/118DX6KX4AL.jpg
B000052Y9S,GUM Go Between Proxabrush Tight Refills-8ct,"#1 Interdental brandRemoves plaque between teeth as effectively as string floss**Only interdental brand with antibacterial bristle protection*Nylon coated wire protects dental restorations* Bristles have a patented Chlorhexidine antibacterial coating for continuous bristle protection during the recommended life of the brush. Bacterial growth that may affect the bristles is inhibited. The Chlorhexidine in the bristles does not protect you against disease.** Yost KG, et al. Interproximal Gingivitis and Plaque reduction by Four Interdental products. J Clin Dent. 2006; 17(3):79-83.G18:G20Made in USA",http://ecx.images-amazon.com/images/I/41mEZ0%2BRdyL._SY300_.jpg
